ids,datetime,likes,shares,comments,likes_reactions,reactions,total,chars_count,words_count,message,date,unique_comments
79770243223_10150245928928224,2011-07-26 01:55:57,64,0,7,64,0,71,525.0,69.0,"U.S. Secretary of State Hillary Clinton:
""...because we have heard from our partners about the need for more English language training, especially on technical language to make it easier for experts to work together, we will be starting a regional English language program this fall for people working in health, infrastructure, and environmental protection...""

Click the link below to read her remarks at the U.S.-Lower Mekong Ministerial Meeting in Bali, Indonesia.
http://www.state.gov/secretary/rm/2011/07/168948.htm",2011-07-26,7.0
79770243223_10150269626158224,2011-08-24 11:52:49,99,0,16,99,0,115,194.0,14.0,"Wanna work for U.S. Embassy?

POSITION: Procurement Supervisor/Contracting Specialist

CLOSING DATE: September 7, 2011

More info: http://cambodia.usembassy.gov/procurement_supervisor.html",2011-08-24,15.0
79770243223_10151970260538224,2014-01-10 08:00:00,100,13,2,100,0,115,498.0,58.0,"The most popular New Years resolutions among Americans are:

1) Focus on health: Lose weight, exercise, eat healthier foods.
2) Become more financially savvy: Lower debts, save money.
3) Quit a bad habit: Drink less alcohol, quit smoking.

What are your New Years resolutions?  Have you kept up with them?

For more on popular New Year's resolutions in the United States, visit this page:

http://iipdigital.usembassy.gov/st/english/publication/2013/10/20131030285489.html#ixzz2prazr4Hj",2014-01-10,2.0
79770243223_157388470967870,2010-10-23 00:11:11,17,0,4,17,0,21,389.0,51.0,"The Undergraduate Intensive English Language Study Program will provide eight-week intensive English Language Courses at colleges and universities in the United States.  This program will provide outstanding undergraduate students in sciences and technical fields from non-elite, under-represented sector in society with intensive English Language Training.

Click the link below to apply.",2010-10-23,4.0
79770243223_10152601986328224,2014-11-26 03:59:38,469,16,2,469,0,487,666.0,107.0,"H.E. Sopheak is a proud alumni of the International Republican Institute (IRI) Future Leaders training. He is one of 18 Cambodian People Party (CPP) youth leaders trained by IRI in the Future Leaders program, who have since gone on to senior government positions. He thanked USAID for IRI's work in Cambodia, stating that ""I have actively been putting the leadership skills I learned from IRI to use in this Ministry. Rather than only theoretical lessons, IRI has taught me hands-on skills from people who practice leadership on a daily basis.""

See how USAID through IRI help strengthen the role of youth in the political process through, here http://goo.gl/1j3wQs.",2014-11-26,2.0
79770243223_10152856698723224,2015-03-21 07:35:44,3612,90,14,3612,0,3716,48.0,,"U.S. Embassy Phnom Penh, Cambodia shared a link.",2015-03-21,13.0
79770243223_10151394649333224,2013-02-28 13:01:28,532,21,20,532,0,573,539.0,31.0,"* Why does the United States place such an emphasis on promoting democracy and human rights?

*   ? 

Click the link below to read Ambassador Todd's newspaper column. 

(English) http://www.thecambodiaherald.com/opinion/detail/3?token=OGRjODFlOWVkMTllNTUyMGU3MTNkM2YxNDk4M2Ni 

 link    Todd 

() http://www.cen.com.kh/localnews/show_detail/135?token=Y2QzYTJlZGE2OWMyNTA4YzMwZWVlN2Y5YjZhNGM4",2013-02-28,19.0
79770243223_10153644418828224,2016-04-03 08:22:56,335,63,5,343,8,411,737.0,110.0,"Steve Jobs: ""Getting fired from Apple was the best thing that could have ever happened to me""

In 2005, the late Steve Jobs, co-founder of Apple Inc., addressed the graduating class of Stanford University, in Palo Alto, California.  In his speech, Jobs explained how failure can sometimes lead to unexpected success.  

Jobs understood the power of perseverance - the ability to keep doing something despite difficulty or delay in achieving success.  As Jobs once said in an interview, ""I'm convinced that about half of what separates the successful entrepreneurs from the non-successful ones is pure perseverance.""

Watch Steve Jobs' speech in the video or read the text here: http://news.stanford.edu/news/2005/june15/jobs-061505.html.",2016-04-03,5.0
79770243223_10152711919533224,2015-01-08 10:01:28,346,19,7,346,0,372,48.0,,"U.S. Embassy Phnom Penh, Cambodia shared a link.",2015-01-08,3.0
79770243223_10152334173833224,2014-07-16 05:00:00,3066,260,110,3066,0,3436,2655.0,113.0,"Are you a Cambodian between 18 and 35 years old?  

Do you have great ideas and want to make a difference in your community?  

Consider joining the Young Southeast Asian Leaders Initiative (YSEALI)!

YSEALI brings together young leaders from Southeast Asia to advance economic development, environmental protection, education, and civic engagement in the region.  Members may receive funding for their projects, get hands-on training, and connect with like-minded youth across the region. 
 
Sign up to be a YSEALI member by clicking Become a Member at: https://youngsoutheastasianleaders.state.gov/

   YSEALI!

  ?   YSEALI!

 Obama YSEALI           

YSEALI  

* YSEALI (YSEALI Seeds for the Future)
   

*  YSEALI (YSEALI Generation Workshop) 
    

* YSEALI (YSEALI Institutes) YSEALI (YSEALI Fellows) 
      

*  YSEALI (YSEALI Social Media)  (Youth-to-youth outreach campaigns) 
        Facebook TwitterYSEALI YSEALI   
* www.facebook.com/youngsoutheastasianleaders
* twitter.com/yseali

   YSEALI   

YSEALI youngsoutheastasianleaders.state.gov  


*     
* 
*     

 YSEALI!",2014-07-16,99.0
79770243223_10150275872553224,2011-08-31 10:23:58,83,0,7,83,0,90,925.0,47.0,"Alumni from State Department-sponsored undergraduate exchange study programs, along with the support of the U.S. Embassy and the Islamic Community Kan Imam-San of Cambodia, organized a workshop for students in Kampong Chhnang Province.

The workshops objectives aimed to strengthen the students English learning capacity through presentations and hands-on activities.

More photos: https://picasaweb.google.com/106739195343586325665/ExchangeAlumniHelpImproveEnglishAbilityOfAccessStudents

 

   

      ",2011-08-31,6.0
79770243223_10150205046493224,2011-06-14 06:26:42,74,0,19,74,0,93,550.0,41.0,"There are 112 people participated in our photo contest and 203 photos sumitted. 80 photos was shortlisted this morning. It was a tough decision.

Now we are selecting top 10 out of those 80 photos. We will annouce the 10 finalists very soon.

     

          ",2011-06-14,17.0
79770243223_10151362806688224,2013-02-10 02:31:56,777,14,27,777,0,818,277.0,9.0,"Do you value religious and cultural diversity?

  ?

 link   blog  Todd 

http://blogs.usembassy.gov/todd/2013/02/08/cambodia%E2%80%99s-history-of-religious-tolerance/",2013-02-10,23.0
79770243223_10153285700108224,2015-10-08 03:31:58,864,34,9,864,0,907,428.0,63.0,"Here are more photos from the CAMFOOD Expo in Siem Reap.

The United States government was there to support Cambodias showcase of its tourism, hospitality, and food sectors, a thriving and growing sector providing thousands of jobs for Cambodians.  We were also delighted to sponsor the Chef Cooking Competition event, which gave rising stars in Cambodias hospitality sector an opportunity to display their skills. 

#Cambodia",2015-10-08,9.0
79770243223_109159905829314,2011-02-09 07:32:45,8,0,2,8,0,10,48.0,,"U.S. Embassy Phnom Penh, Cambodia shared a link.",2011-02-09,2.0
79770243223_10152094977383224,2014-03-18 03:53:50,412,37,29,412,0,478,621.0,80.0,"Do you have questions about opportunities to participate in U.S. government exchange programs?  Join one of the information sessions in Phnom Penh this week.  U.S. Embassy representatives will be giving presentations and answering your questions at the following locations:

Royal University of Phnom Penh
Tuesday, March 18, 2:00 - 4:00pm 

Institute of Technology of Cambodia
Wednesday, March 19, 10:00  11:30am

National University of Management
Wednesday, March 19, 2:00  4:00pm

Pannasastra University of Cambodia
Thursday, March 20, 10:00  11:30am

Royal University of Agriculture
Friday, March 21, 9:30  11:00am",2014-03-18,19.0
